GeneName	Geneid	type
AC103801.1	ENSG00000203507	gene
SVIP	ENSG00000198168	gene
RP11-17A1.3	ENSG00000246225	gene
RP11-17A1.2	ENSG00000255359	gene
RP11-266A24.1	ENSG00000255418	gene
RP11-787P24.1	ENSG00000255293	gene
RP11-787P24.2	ENSG00000254564	gene
AC100767.1	ENSG00000264478	gene
PRKRIRP4	ENSG00000254465	gene
RP11-713P14.1	ENSG00000240881	gene
RP11-945A11.1	ENSG00000255193	gene
RP11-945A11.2	ENSG00000254861	gene
U6	ENSG00000252519	gene
RP11-2F20.1	ENSG00000254594	gene
Y_RNA	ENSG00000207252	gene
LUZP2	ENSG00000187398	gene
CTC-830E23.1	ENSG00000255489	gene
RP11-54J7.2	ENSG00000255368	gene
AC015820.1	ENSG00000265837	gene
RPL36AP40	ENSG00000240298	gene
RP11-46P12.1	ENSG00000255454	gene
RP11-405K6.1	ENSG00000254456	gene
RP11-20J1.1	ENSG00000254754	gene
RP11-336F14.1	ENSG00000255086	gene
CTD-2507G9.1	ENSG00000255243	gene
ANO3	ENSG00000134343	gene
RP11-430L3.1	ENSG00000254819	gene
RP11-485O14.1	ENSG00000255505	gene
MUC15	ENSG00000169550	gene
SLC5A12	ENSG00000148942	gene
FIBIN	ENSG00000176971	gene
BBOX1	ENSG00000129151	gene
RP11-1L12.3	ENSG00000254560	gene
CCDC34	ENSG00000109881	gene
LGR4	ENSG00000205213	gene
RP11-159H22.2	ENSG00000254862	gene
RP11-159H22.1	ENSG00000242527	gene
LIN7C	ENSG00000148943	gene
BDNF-AS	ENSG00000245573	gene
RNA5SP339	ENSG00000212289	gene
RP11-587D21.1	ENSG00000240036	gene
LINC00678	ENSG00000254934	gene
BDNF	ENSG00000176697	gene
RP11-587D21.4	ENSG00000255496	gene
CBX3P1	ENSG00000177447	gene
RP11-1033A18.1	ENSG00000224411	gene
RP11-406D1.2	ENSG00000255094	gene
KIF18A	ENSG00000121621	gene
MIR610	ENSG00000207874	gene
METTL15	ENSG00000169519	gene
7SK	ENSG00000222385	gene
AC104978.1	ENSG00000238149	gene
RP11-22P4.1	ENSG00000255322	gene
RP11-22P4.2	ENSG00000254606	gene
RP11-960D24.1	ENSG00000248990	gene
RP11-115J23.1	ENSG00000249867	gene
RP11-466I1.1	ENSG00000254526	gene
CTD-2063L20.1	ENSG00000255450	gene
AC110056.1	ENSG00000211499	gene
RP11-460B17.3	ENSG00000254530	gene
RP11-460B17.1	ENSG00000255281	gene
RP11-460B17.2	ENSG00000255227	gene
CTD-3012A18.1	ENSG00000255029	gene
RP5-1027O15.1	ENSG00000255117	gene
RP5-1027O15.2	ENSG00000255047	gene
CTD-3138F19.1	ENSG00000254734	gene
Metazoa_SRP	ENSG00000243505	gene
RPL7AP58	ENSG00000240554	gene
RP11-215H22.1	ENSG00000261340	gene
KCNA4	ENSG00000182255	gene
RP11-624D11.2	ENSG00000254532	gene
RP4-562D20.2	ENSG00000255288	gene
FSHB	ENSG00000131808	gene
ARL14EP	ENSG00000152219	gene
RP4-710M3.1	ENSG00000242353	gene
MPPED2	ENSG00000066382	gene
RP4-710M3.2	ENSG00000255480	gene
RP5-1024C24.1	ENSG00000254489	gene
DCDC5	ENSG00000170959	gene
AL133376.1	ENSG00000251968	gene
AL162614.1	ENSG00000221629	gene
RP1-220G17.1	ENSG00000255370	gene
RP1-296L11.1	ENSG00000255525	gene
DNAJC24	ENSG00000170946	gene
IMMP1L	ENSG00000148950	gene
AC108456.1	ENSG00000221338	gene
ELP4	ENSG00000109911	gene
Z83001.1	ENSG00000228061	gene
AC131571.2	ENSG00000203504	gene
AC131571.1	ENSG00000203418	gene
PAX6	ENSG00000007372	gene
RCN1	ENSG00000049449	gene
RP1-17K7.2	ENSG00000254584	gene
RP1-17K7.3	ENSG00000254836	gene
RP1-17K7.1	ENSG00000254627	gene
U3	ENSG00000212551	gene
RP1-65P5.4	ENSG00000255490	gene
RP1-65P5.3	ENSG00000255252	gene
RP1-65P5.1	ENSG00000227160	gene
RP1-65P5.5	ENSG00000255375	gene
WT1	ENSG00000184937	gene
WT1-AS	ENSG00000183242	gene
EIF3M	ENSG00000149100	gene
CCDC73	ENSG00000186714	gene
RP1-181J22.1	ENSG00000244535	gene
PRRG4	ENSG00000135378	gene
QSER1	ENSG00000060749	gene
Y_RNA	ENSG00000200615	gene
DEPDC7	ENSG00000121690	gene
TCP11L1	ENSG00000176148	gene
PIGCP1	ENSG00000213713	gene
CSTF3	ENSG00000176102	gene
RP11-348A11.4	ENSG00000247151	gene
Y_RNA	ENSG00000206808	gene
RPL29P22	ENSG00000241950	gene
Y_RNA	ENSG00000200485	gene
RP1-89D4.1	ENSG00000241255	gene
HIPK3	ENSG00000110422	gene
AL122015.1	ENSG00000223134	gene
RP1-130L23.1	ENSG00000254537	gene
RP1-305G21.1	ENSG00000255207	gene
KIAA1549L	ENSG00000110427	gene
RP4-541C22.5	ENSG00000255202	gene
C11orf91	ENSG00000205177	gene
CD59	ENSG00000085063	gene
RP4-541C22.4	ENSG00000254549	gene
FBXO3	ENSG00000110429	gene
RP11-646J21.5	ENSG00000254508	gene
RP11-646J21.6	ENSG00000255272	gene
RP11-646J21.7	ENSG00000255161	gene
RP11-646J21.3	ENSG00000255169	gene
RP11-646J21.4	ENSG00000254619	gene
RP11-646J21.2	ENSG00000255133	gene
LMO2	ENSG00000135363	gene
AC132216.1	ENSG00000184566	gene
CAPRIN1	ENSG00000135387	gene
NAT10	ENSG00000135372	gene
ABTB2	ENSG00000166016	gene
Y_RNA	ENSG00000201867	gene
RP1-145M24.1	ENSG00000254708	gene
RP1-53C18.3	ENSG00000220204	gene
CIR1P3	ENSG00000216708	gene
CAT	ENSG00000121691	gene
ELF5	ENSG00000135374	gene
AL137224.1	ENSG00000264667	gene
RP4-594L9.2	ENSG00000255271	gene
RP11-350D17.2	ENSG00000255427	gene
EHF	ENSG00000135373	gene
APIP	ENSG00000149089	gene
PDHX	ENSG00000110435	gene
MIR1343	ENSG00000251862	gene
AL356215.1	ENSG00000269766	gene
RP4-607I7.1	ENSG00000255521	gene
CD44	ENSG00000026508	gene
RP1-68D18.4	ENSG00000255443	gene
RP1-68D18.2	ENSG00000251194	gene
SLC1A2	ENSG00000110436	gene
RP1-68D18.3	ENSG00000255004	gene
AC090625.1	ENSG00000215380	gene
RP4-683L5.1	ENSG00000255542	gene
PAMR1	ENSG00000149090	gene
RP5-945I17.2	ENSG00000254669	gene
FJX1	ENSG00000179431	gene
RP1-276E15.1	ENSG00000254686	gene
TRIM44	ENSG00000166326	gene
RP11-698N11.4	ENSG00000261355	gene
RP11-698N11.3	ENSG00000186082	gene
AC090692.1	ENSG00000266590	gene
RP11-698N11.2	ENSG00000254919	gene
LDLRAD3	ENSG00000179241	gene
RP5-916O11.3	ENSG00000254672	gene
RP5-916O11.2	ENSG00000255256	gene
RP5-916O11.1	ENSG00000241228	gene
MIR3973	ENSG00000263389	gene
LINC00610	ENSG00000196559	gene
COMMD9	ENSG00000110442	gene
PRR5L	ENSG00000135362	gene
RP11-514F3.4	ENSG00000254566	gene
RP11-514F3.5	ENSG00000255186	gene
RP11-219O3.2	ENSG00000255060	gene
TRAF6	ENSG00000175104	gene
RAG1	ENSG00000166349	gene
RAG2	ENSG00000175097	gene
C11orf74	ENSG00000166352	gene
CTD-2119L1.1	ENSG00000254498	gene
SNORA31	ENSG00000251838	gene
RP11-324K6.1	ENSG00000242834	gene
RP11-159D8.1	ENSG00000254516	gene
RP11-436H16.1	ENSG00000254784	gene
RP11-63D14.1	ENSG00000255477	gene
RP11-277K23.1	ENSG00000255175	gene
RP11-64I17.1	ENSG00000254562	gene
RP11-313M3.1	ENSG00000240975	gene
U6	ENSG00000201591	gene
AC027806.1	ENSG00000264020	gene
AC021749.1	ENSG00000221804	gene
RP11-40H19.1	ENSG00000255347	gene
LRRC4C	ENSG00000148948	gene
Y_RNA	ENSG00000206806	gene
RP11-407P18.1	ENSG00000254579	gene
AC090720.1	ENSG00000266526	gene
AC104387.1	ENSG00000221357	gene
U6	ENSG00000252922	gene
RP11-63C8.1	ENSG00000255132	gene
RP11-124G5.3	ENSG00000255388	gene
RP11-124G5.1	ENSG00000242729	gene
RP11-124G5.2	ENSG00000255563	gene
RP11-375D13.2	ENSG00000255171	gene
RP11-375D13.1	ENSG00000254668	gene
RP11-375D13.4	ENSG00000255279	gene
RP11-375D13.3	ENSG00000254822	gene
RP11-148I19.1	ENSG00000255300	gene
CTD-2572N17.1	ENSG00000255109	gene
CTD-2537L20.1	ENSG00000254914	gene
RP11-111A24.1	ENSG00000254725	gene
HNRNPKP3	ENSG00000251557	gene
API5	ENSG00000166181	gene
RP11-484D2.2	ENSG00000254907	gene
Y_RNA	ENSG00000252652	gene
TTC17	ENSG00000052841	gene
RP11-484D2.5	ENSG00000255340	gene
RP11-484D2.4	ENSG00000254577	gene
7SK	ENSG00000252355	gene
RP11-484D2.3	ENSG00000254463	gene
RP11-513I7.2	ENSG00000213697	gene
HSD17B12	ENSG00000149084	gene
AC023085.1	ENSG00000235661	gene
MIR670	ENSG00000211568	gene
MIR129-2	ENSG00000199077	gene
RP11-472I20.1	ENSG00000243721	gene
RP11-472I20.2	ENSG00000254512	gene
RP11-613D13.5	ENSG00000246250	gene
ALKBH3	ENSG00000166199	gene
SEC14L1P1	ENSG00000213693	gene
RP11-613D13.7	ENSG00000244926	gene
RP11-613D13.4	ENSG00000254409	gene
C11orf96	ENSG00000187479	gene
RP11-613D13.8	ENSG00000244953	gene
ACCSL	ENSG00000205126	gene
ACCS	ENSG00000110455	gene
CTD-2609K8.3	ENSG00000255165	gene
EXT2	ENSG00000151348	gene
ALX4	ENSG00000052850	gene
RP11-58K22.1	ENSG00000255451	gene
RP11-58K22.2	ENSG00000255106	gene
CD82	ENSG00000085117	gene
RP11-58K22.5	ENSG00000254693	gene
RP11-58K22.4	ENSG00000255092	gene
RP11-244C20.1	ENSG00000244267	gene
RP11-45A12.1	ENSG00000255079	gene
RP11-45A12.2	ENSG00000255032	gene
TSPAN18	ENSG00000157570	gene
TP53I11	ENSG00000175274	gene
AC068858.1	ENSG00000254654	gene
PRDM11	ENSG00000019485	gene
AC103681.1	ENSG00000214934	gene
CTD-2560E9.3	ENSG00000254664	gene
SYT13	ENSG00000019505	gene
CTD-2560E9.5	ENSG00000254497	gene
RP11-430H10.1	ENSG00000254427	gene
RP11-430H10.2	ENSG00000255267	gene
RP11-430H10.4	ENSG00000255041	gene
RP11-430H10.3	ENSG00000254651	gene
RP11-958J22.1	ENSG00000254746	gene
RP11-958J22.2	ENSG00000255519	gene
RP11-958J22.3	ENSG00000254514	gene
CHST1	ENSG00000175264	gene
RP11-495O11.1	ENSG00000255091	gene
CTD-2210P24.1	ENSG00000254519	gene
CTD-2210P24.2	ENSG00000255426	gene
CTD-2210P24.3	ENSG00000255226	gene
CTD-2210P24.4	ENSG00000205106	gene
SLC35C1	ENSG00000181830	gene
CTD-2210P24.6	ENSG00000255447	gene
CRY2	ENSG00000121671	gene
MAPK8IP1	ENSG00000121653	gene
RP11-618K13.2	ENSG00000255498	gene
C11orf94	ENSG00000234776	gene
PEX16	ENSG00000121680	gene
GYLTL1B	ENSG00000165905	gene
PHF21A	ENSG00000135365	gene
AC024475.1	ENSG00000263539	gene
RP11-702F3.1	ENSG00000254653	gene
RP11-702F3.2	ENSG00000254871	gene
RP11-702F3.3	ENSG00000255314	gene
RP11-702F3.4	ENSG00000255269	gene
CTD-2589M5.5	ENSG00000254639	gene
CTD-2589M5.4	ENSG00000255007	gene
CREB3L1	ENSG00000157613	gene
DGKZ	ENSG00000149091	gene
MIR4688	ENSG00000264102	gene
MDK	ENSG00000110492	gene
CHRM4	ENSG00000180720	gene
AMBRA1	ENSG00000110497	gene
RP11-425L10.1	ENSG00000244313	gene
MIR3160-2	ENSG00000265014	gene
HARBI1	ENSG00000180423	gene
ATG13	ENSG00000175224	gene
ARHGAP1	ENSG00000175220	gene
ZNF408	ENSG00000175213	gene
F2	ENSG00000180210	gene
CKAP5	ENSG00000175216	gene
MIR5582	ENSG00000263540	gene
SNORD67	ENSG00000252427	gene
SNORD67	ENSG00000212135	gene
LRP4-AS1	ENSG00000247675	gene
LRP4	ENSG00000134569	gene
C11orf49	ENSG00000149179	gene
RP11-390K5.3	ENSG00000255520	gene
ARFGAP2	ENSG00000149182	gene
PACSIN3	ENSG00000165912	gene
RP11-390K5.1	ENSG00000243802	gene
Metazoa_SRP	ENSG00000266540	gene
DDB2	ENSG00000134574	gene
RP11-17G12.2	ENSG00000256897	gene
ACP2	ENSG00000134575	gene
NR1H3	ENSG00000025434	gene
MADD	ENSG00000110514	gene
RP11-17G12.3	ENSG00000256746	gene
MYBPC3	ENSG00000134571	gene
SPI1	ENSG00000066336	gene
RP11-750H9.5	ENSG00000255197	gene
AC090559.2	ENSG00000265910	gene
MIR4487	ENSG00000264583	gene
SLC39A13	ENSG00000165915	gene
PSMC3	ENSG00000165916	gene
RAPSN	ENSG00000165917	gene
U6	ENSG00000252327	gene
CELF1	ENSG00000149187	gene
AC090559.1	ENSG00000265467	gene
Metazoa_SRP	ENSG00000265559	gene
NDUFS3	ENSG00000213619	gene
PTPMT1	ENSG00000110536	gene
KBTBD4	ENSG00000123444	gene
RNU5E-10P	ENSG00000200376	gene
KBTBD4	ENSG00000231880	gene
FAM180B	ENSG00000196666	gene
C1QTNF4	ENSG00000172247	gene
Y_RNA	ENSG00000223187	gene
MTCH2	ENSG00000109919	gene
AGBL2	ENSG00000165923	gene
FNBP4	ENSG00000109920	gene
Y_RNA	ENSG00000200090	gene
snoU13	ENSG00000252447	gene
NUP160	ENSG00000030066	gene
RNA5SP340	ENSG00000252941	gene
Y_RNA	ENSG00000252874	gene
RP11-793I11.1	ENSG00000254780	gene
PTPRJ	ENSG00000149177	gene
AC103828.1	ENSG00000254879	gene
MIR3161	ENSG00000263693	gene
OR4B1	ENSG00000175619	gene
OR4B2P	ENSG00000255514	gene
OR4X2	ENSG00000172208	gene
OR4X1	ENSG00000176567	gene
OR4S1	ENSG00000176555	gene
OR4C3	ENSG00000176547	gene
RP11-397M16.4	ENSG00000197161	gene
OR4C5	ENSG00000176540	gene
OR4C2P	ENSG00000182565	gene
OR4C10P	ENSG00000184789	gene
OR4C9P	ENSG00000254925	gene
OR4R1P	ENSG00000255215	gene
OR4A47	ENSG00000237388	gene
OR4A48P	ENSG00000255113	gene
OR4A46P	ENSG00000255304	gene
OR4A40P	ENSG00000254832	gene
OR4A43P	ENSG00000255534	gene
OR4A45P	ENSG00000213607	gene
OR4A41P	ENSG00000255297	gene
OR4A42P	ENSG00000254674	gene
OR4A44P	ENSG00000255053	gene
RP11-56P9.5	ENSG00000255551	gene
RP11-56P9.10	ENSG00000254728	gene
RP11-56P9.6	ENSG00000254920	gene
RP11-56P9.4	ENSG00000255527	gene
TRIM51CP	ENSG00000249910	gene
RP11-56P9.8	ENSG00000254517	gene
TRIM51GP	ENSG00000220948	gene
TRIM53CP	ENSG00000254764	gene
RP11-56P9.11	ENSG00000205044	gene
TRIM49B	ENSG00000182053	gene
TRIM64C	ENSG00000214891	gene
CTD-2132H18.3	ENSG00000254801	gene
UBTFL7	ENSG00000229361	gene
RP11-107P7.1	ENSG00000255452	gene
RP11-107P7.6	ENSG00000254412	gene
RP11-107P7.2	ENSG00000255338	gene
RP11-107P7.5	ENSG00000254993	gene
RP11-107P7.4	ENSG00000254567	gene
FOLH1	ENSG00000086205	gene
CTD-2026G22.1	ENSG00000255532	gene
TYRL	ENSG00000123447	gene
CBX3P8	ENSG00000254496	gene
RP11-61N20.3	ENSG00000226268	gene
RP11-707M1.1	ENSG00000205035	gene
RP11-707M1.7	ENSG00000254487	gene
RP11-707M1.9	ENSG00000255268	gene
TRIM51FP	ENSG00000219061	gene
RP11-163O19.1	ENSG00000254714	gene
RP11-163O19.11	ENSG00000255550	gene
RP11-163O19.10	ENSG00000255214	gene
TRIM51DP	ENSG00000255190	gene
RP11-163O19.3	ENSG00000254800	gene
RP11-163O19.8	ENSG00000255111	gene
OR4A1P	ENSG00000254408	gene
OR4A49P	ENSG00000254472	gene
OR4A18P	ENSG00000254637	gene
OR4A19P	ENSG00000254940	gene
OR4R3P	ENSG00000254624	gene
OR4C13	ENSG00000258817	gene
OR4C12	ENSG00000221954	gene
RP11-227P3.1	ENSG00000255199	gene
RP11-347H15.1	ENSG00000255442	gene
RP11-347H15.6	ENSG00000236919	gene
RP11-347H15.2	ENSG00000255500	gene
RP11-347H15.5	ENSG00000255042	gene
RP11-347H15.3	ENSG00000255001	gene
RP11-347H15.4	ENSG00000254518	gene
RP11-574M7.1	ENSG00000254840	gene
RP11-574M7.2	ENSG00000214883	gene
AC110283.1	ENSG00000264637	gene
OR4A6P	ENSG00000255078	gene
OR4A5	ENSG00000221840	gene
OR4A7P	ENSG00000255349	gene
OR4A8P	ENSG00000225997	gene
OR4A2P	ENSG00000227547	gene
OR4A3P	ENSG00000254464	gene
OR4A4P	ENSG00000254769	gene
OR4R2P	ENSG00000255560	gene
OR4C7P	ENSG00000255312	gene
OR4C46	ENSG00000185926	gene
OR4C50P	ENSG00000237610	gene
TRIM48	ENSG00000150244	gene
RP11-72M10.2	ENSG00000255543	gene
RP11-72M10.4	ENSG00000255283	gene
RP11-72M10.8	ENSG00000255110	gene
RP11-72M10.7	ENSG00000254696	gene
TRIM51HP	ENSG00000166007	gene
RP11-72M10.5	ENSG00000254828	gene
OR4A11P	ENSG00000254663	gene
OR4A12P	ENSG00000254723	gene
OR4A16	ENSG00000181961	gene
OR4A15	ENSG00000181958	gene
OR4A9P	ENSG00000254891	gene
OR4X7P	ENSG00000255077	gene
RP11-131J4.12	ENSG00000255493	gene
OR4A10P	ENSG00000254886	gene
OR4A17P	ENSG00000255196	gene
OR4A13P	ENSG00000181950	gene
OR4A50P	ENSG00000255294	gene
OR4A14P	ENSG00000254962	gene
OR4A21P	ENSG00000181943	gene
OR4C1P	ENSG00000254576	gene
OR4C1P	ENSG00000233301	gene
OR4C15	ENSG00000181939	gene
OR4C16	ENSG00000181935	gene
OR4C11	ENSG00000172188	gene
OR4P4	ENSG00000181927	gene
OR4S2	ENSG00000174982	gene
OR4C6	ENSG00000181903	gene
OR4V1P	ENSG00000254841	gene
OR4P1P	ENSG00000188439	gene
RP11-674C21.9	ENSG00000254804	gene
OR5D2P	ENSG00000254457	gene
OR5D3P	ENSG00000186886	gene
OR5D17P	ENSG00000181837	gene
OR5D13	ENSG00000198877	gene
OR5D15P	ENSG00000255019	gene
OR5D14	ENSG00000186113	gene
OR5L1	ENSG00000186117	gene
OR5D18	ENSG00000186119	gene
OR5L2	ENSG00000205030	gene
OR5D16	ENSG00000205029	gene
OR9M1P	ENSG00000186124	gene
RP11-738O11.9	ENSG00000255204	gene
RP11-738O11.12	ENSG00000255499	gene
RP11-738O11.13	ENSG00000254547	gene
TRIM51	ENSG00000124900	gene
OR5W1P	ENSG00000227806	gene
OR5W2	ENSG00000187612	gene
OR5I1	ENSG00000167825	gene
OR10AF1P	ENSG00000255416	gene
OR10AK1P	ENSG00000254807	gene
OR10AG1	ENSG00000174970	gene
RP11-328E22.11	ENSG00000214880	gene
OR5F1	ENSG00000149133	gene
OR5F2P	ENSG00000182365	gene
OR5AS1	ENSG00000181785	gene
OR5AQ1P	ENSG00000184741	gene
OR5J1P	ENSG00000181780	gene
OR5BE1P	ENSG00000225538	gene
OR8I2	ENSG00000172154	gene
OR8I4P	ENSG00000254524	gene
OR8H2	ENSG00000181767	gene
OR5BN2P	ENSG00000255140	gene
OR8H3	ENSG00000181761	gene
OR5BN1P	ENSG00000254848	gene
OR8J3	ENSG00000167822	gene
OR8K4P	ENSG00000254947	gene
OR8K5	ENSG00000181752	gene
OR5J7P	ENSG00000255217	gene
OR5J2	ENSG00000174957	gene
OR8V1P	ENSG00000230213	gene
RP11-444K7.8	ENSG00000213604	gene
OR8J2	ENSG00000254658	gene
OR5T2	ENSG00000181718	gene
OR5T3	ENSG00000172489	gene
OR5T1	ENSG00000181698	gene
OR8H1	ENSG00000181693	gene
OR8I1P	ENSG00000255461	gene
OR8K3	ENSG00000181689	gene
FAM8A2P	ENSG00000254722	gene
OR8K2P	ENSG00000255134	gene
OR8K1	ENSG00000150261	gene
RPL5P29	ENSG00000242208	gene
OR8J1	ENSG00000172487	gene
OR8U1	ENSG00000172199	gene
OR8L1P	ENSG00000254903	gene
OR5AL2P	ENSG00000255466	gene
OR5AL1P	ENSG00000181395	gene
OR5R1	ENSG00000174942	gene
OR5M4P	ENSG00000230416	gene
OR5M9	ENSG00000150269	gene
OR5M3	ENSG00000174937	gene
OR5M2P	ENSG00000254752	gene
OR5M8	ENSG00000181371	gene
CTD-3051L14.13	ENSG00000254411	gene
OR5M7P	ENSG00000254490	gene
CTD-3051L14.14	ENSG00000254660	gene
OR5M6P	ENSG00000254603	gene
OR5M5P	ENSG00000185701	gene
OR5M11	ENSG00000255223	gene
OR5M10	ENSG00000254834	gene
OR5M13P	ENSG00000166693	gene
OR5M1	ENSG00000255012	gene
RP11-116P9.7	ENSG00000255172	gene
OR5AM1P	ENSG00000197866	gene
OR5AP1P	ENSG00000254795	gene
AP002517.1	ENSG00000263546	gene
OR5AP2	ENSG00000172464	gene
OR5AR1	ENSG00000172459	gene
OR2AH1P	ENSG00000232511	gene
RP11-59K5.1	ENSG00000238041	gene
OR9G1	ENSG00000174914	gene
RP11-100N3.2	ENSG00000254953	gene
RP11-644A8.1	ENSG00000181325	gene
OR9G4	ENSG00000172457	gene
RP11-100N3.3	ENSG00000254825	gene
OR5G1P	ENSG00000181296	gene
RP11-100N3.4	ENSG00000255485	gene
OR5G5P	ENSG00000205025	gene
OR5G3	ENSG00000241356	gene
AP000479.1	ENSG00000255433	gene
OR5AK3P	ENSG00000181282	gene
OR5AK2	ENSG00000181273	gene
RP11-644A8.2	ENSG00000255083	gene
OR5AK4P	ENSG00000224196	gene
LRRC55	ENSG00000183908	gene
APLNR	ENSG00000134817	gene
TNKS1BP1	ENSG00000149115	gene
RP11-872D17.4	ENSG00000254662	gene
SSRP1	ENSG00000149136	gene
snoU13	ENSG00000238692	gene
P2RX3	ENSG00000109991	gene
AP000781.1	ENSG00000266018	gene
PRG3	ENSG00000156575	gene
PRG2	ENSG00000186652	gene
RP11-872D17.8	ENSG00000254979	gene
SLC43A3	ENSG00000134802	gene
RNA5SP341	ENSG00000252070	gene
7SK	ENSG00000222998	gene
RTN4RL2	ENSG00000186907	gene
RP11-624G17.3	ENSG00000255301	gene
SLC43A1	ENSG00000149150	gene
Y_RNA	ENSG00000251995	gene
TIMM10	ENSG00000134809	gene
SMTNL1	ENSG00000214872	gene
UBE2L6	ENSG00000156587	gene
RP11-624G17.1	ENSG00000240371	gene
SERPING1	ENSG00000149131	gene
AP000662.4	ENSG00000254602	gene
MIR130A	ENSG00000208009	gene
YPEL4	ENSG00000166793	gene
CLP1	ENSG00000172409	gene
ZDHHC5	ENSG00000156599	gene
MED19	ENSG00000156603	gene
TMX2	ENSG00000213593	gene
TMX2-CTNND1	ENSG00000254462	gene
AP000662.9	ENSG00000213592	gene
C11orf31	ENSG00000211450	gene
RP11-691N7.6	ENSG00000254732	gene
BTBD18	ENSG00000233436	gene
CTNND1	ENSG00000198561	gene
RP11-734C14.1	ENSG00000255303	gene
RP11-734C14.2	ENSG00000255266	gene
OR5AZ1P	ENSG00000180714	gene
RP11-734C14.10	ENSG00000254749	gene
RP11-734C14.3	ENSG00000254601	gene
OR9Q1	ENSG00000186509	gene
U6	ENSG00000200817	gene
OR6Q1	ENSG00000172381	gene
VN2R9P	ENSG00000236541	gene
RP11-659P15.1	ENSG00000255146	gene
RP11-659P15.2	ENSG00000254853	gene
RP11-659P15.3	ENSG00000255131	gene
OR9I1	ENSG00000172377	gene
OR9I2P	ENSG00000186508	gene
OR9Q2	ENSG00000186513	gene
OR1S2	ENSG00000197887	gene
OR1S1	ENSG00000172774	gene
OR10Q1	ENSG00000180475	gene
AP000435.1	ENSG00000254589	gene
OR10W1	ENSG00000172772	gene
AP000435.4	ENSG00000255218	gene
RP11-734C14.8	ENSG00000255431	gene
OR5B10P	ENSG00000255096	gene
AP000435.3	ENSG00000255333	gene
OR5B17	ENSG00000197786	gene
OR5B1P	ENSG00000233499	gene
OR5B3	ENSG00000172769	gene
OR5B2	ENSG00000172365	gene
OR5B12	ENSG00000172362	gene
RP11-655C2.3	ENSG00000255299	gene
OR5B21	ENSG00000198283	gene
LPXN	ENSG00000110031	gene
ZFP91	ENSG00000186660	gene
ZFP91-CNTF	ENSG00000255073	gene
AP001350.1	ENSG00000269570	gene
CNTF	ENSG00000242689	gene
GLYAT	ENSG00000149124	gene
AP000445.3	ENSG00000265783	gene
AP000445.1	ENSG00000197254	gene
AP000445.2	ENSG00000254926	gene
TMA16P1	ENSG00000255265	gene
GLYATL2	ENSG00000156689	gene
GLYATL1P2	ENSG00000254717	gene
GLYATL1	ENSG00000166840	gene
AP001652.1	ENSG00000224130	gene
RP11-780O24.2	ENSG00000255523	gene
RP11-142C4.6	ENSG00000255240	gene
RP11-142C4.4	ENSG00000254877	gene
GLYATL1P1	ENSG00000255189	gene
RP11-142C4.5	ENSG00000254786	gene
GLYATL1P4	ENSG00000254399	gene
GLYATL1P3	ENSG00000255151	gene
FAM111B	ENSG00000189057	gene
AP001258.4	ENSG00000245571	gene
AP001258.5	ENSG00000255381	gene
FAM111A	ENSG00000166801	gene
DTX4	ENSG00000110042	gene
MPEG1	ENSG00000197629	gene
Metazoa_SRP	ENSG00000263999	gene
RP11-1036E20.10	ENSG00000225802	gene
SLC25A47P1	ENSG00000254799	gene
RP11-1036E20.9	ENSG00000214797	gene
RP11-1036E20.7	ENSG00000254704	gene
Metazoa_SRP	ENSG00000263944	gene
OR5AN2P	ENSG00000235678	gene
OR5BR1P	ENSG00000255386	gene
OR5AN1	ENSG00000176495	gene
OR5BB1P	ENSG00000198261	gene
OR5A2	ENSG00000172324	gene
OR5A1	ENSG00000172320	gene
OR4D6	ENSG00000166884	gene
RP11-384C21.9	ENSG00000254640	gene
OR4D10	ENSG00000254466	gene
OR4D8P	ENSG00000204989	gene
U6	ENSG00000252418	gene
OR4D11	ENSG00000176200	gene
OR4D9	ENSG00000172742	gene
OR4D7P	ENSG00000254770	gene
RNU7-58P	ENSG00000252893	gene
AP000442.4	ENSG00000255008	gene
OSBP	ENSG00000110048	gene
MIR3162	ENSG00000264559	gene
AP000442.1	ENSG00000255139	gene
PATL1	ENSG00000166889	gene
AP000640.2	ENSG00000255355	gene
7SK	ENSG00000223223	gene
OR10V1	ENSG00000172289	gene
STX3	ENSG00000166900	gene
OR10Y1P	ENSG00000254403	gene
OR10V3P	ENSG00000254743	gene
OR10V2P	ENSG00000255538	gene
AP000640.10	ENSG00000254477	gene
FABP5P7	ENSG00000234964	gene
AP000640.8	ENSG00000255453	gene
MRPL16	ENSG00000166902	gene
GIF	ENSG00000134812	gene
TCN1	ENSG00000134827	gene
OOSP1	ENSG00000214788	gene
RP11-736I10.1	ENSG00000255393	gene
PLAC1L	ENSG00000149507	gene
MS4A3	ENSG00000149516	gene
RP11-736I10.2	ENSG00000255331	gene
MS4A2	ENSG00000149534	gene
AP001257.1	ENSG00000254952	gene
MS4A6A	ENSG00000110077	gene
MS4A4E	ENSG00000214787	gene
MS4A4A	ENSG00000110079	gene
MS4A6E	ENSG00000166926	gene
MS4A7	ENSG00000166927	gene
MS4A14	ENSG00000166928	gene
MS4A5	ENSG00000166930	gene
MS4A1	ENSG00000156738	gene
MS4A12	ENSG00000071203	gene
MS4A13	ENSG00000204979	gene
LINC00301	ENSG00000181995	gene
MS4A8B	ENSG00000166959	gene
